gene_name	type	chromsome	start	stop	length	strand
AT1G04950	protein_coding_gene	Chr1	1403085	1407501	4417	-
AT1G04960	protein_coding_gene	Chr1	1407801	1410868	3068	-
AT1G04970	protein_coding_gene	Chr1	1411170	1413627	2458	+
AT1G04980	protein_coding_gene	Chr1	1413644	1416144	2501	-
AT1G04985	protein_coding_gene	Chr1	1416343	1418482	2140	-
AT1G04990	protein_coding_gene	Chr1	1419080	1421789	2710	-
AT1G05000	protein_coding_gene	Chr1	1425593	1428782	3190	+
AT1G05010	protein_coding_gene	Chr1	1431190	1432858	1669	-
AT1G05020	protein_coding_gene	Chr1	1435254	1437667	2414	-
AT1G05030	protein_coding_gene	Chr1	1438152	1441417	3266	-
AT1G05040	protein_coding_gene	Chr1	1447369	1448448	1080	-
AT1G05055	protein_coding_gene	Chr1	1448718	1450887	2170	-
AT1G05060	protein_coding_gene	Chr1	1451030	1452872	1843	-
AT1G05065	protein_coding_gene	Chr1	1454969	1455220	252	-
AT1G05070	protein_coding_gene	Chr1	1457063	1458744	1682	-
AT1G05080	protein_coding_gene	Chr1	1459091	1460579	1489	+
AT1G05085	protein_coding_gene	Chr1	1460988	1461670	683	+
AT1G05090	protein_coding_gene	Chr1	1463202	1465622	2421	+
AT1G05100	protein_coding_gene	Chr1	1469610	1470881	1272	+
AT1G05120	protein_coding_gene	Chr1	1471406	1476078	4673	-
AT1G05136	protein_coding_gene	Chr1	1478923	1479063	141	+
AT1G05140	protein_coding_gene	Chr1	1482548	1484056	1509	+
AT1G05150	protein_coding_gene	Chr1	1484067	1486960	2894	-
AT1G05160	protein_coding_gene	Chr1	1487378	1490947	3570	-
AT1G05170	protein_coding_gene	Chr1	1491111	1494248	3138	-
AT1G05180	protein_coding_gene	Chr1	1498114	1501824	3711	-
AT1G05190	protein_coding_gene	Chr1	1502344	1503830	1487	-
AT1G05200	protein_coding_gene	Chr1	1504960	1509152	4193	+
AT1G05205	protein_coding_gene	Chr1	1509103	1510281	1179	-
AT1G05210	protein_coding_gene	Chr1	1510404	1511683	1280	+
AT1G05220	protein_coding_gene	Chr1	1511907	1513573	1667	+
AT1G05230	protein_coding_gene	Chr1	1512896	1518805	5910	-
AT1G05240	protein_coding_gene	Chr1	1521137	1522681	1545	+
AT1G05250	protein_coding_gene	Chr1	1525601	1527234	1634	-
AT1G05260	protein_coding_gene	Chr1	1529767	1531439	1673	+
AT1G05270	protein_coding_gene	Chr1	1531641	1534410	2770	-
AT1G05280	protein_coding_gene	Chr1	1535444	1537525	2082	-
AT1G05290	protein_coding_gene	Chr1	1539152	1540562	1411	-
AT1G05291	protein_coding_gene	Chr1	1541348	1542432	1085	-
AT1G05300	protein_coding_gene	Chr1	1545106	1547849	2744	-
AT1G05310	protein_coding_gene	Chr1	1550543	1552517	1975	-
AT1G05320	protein_coding_gene	Chr1	1553603	1557733	4131	+
AT1G05330	protein_coding_gene	Chr1	1558170	1558583	414	+
AT1G05340	protein_coding_gene	Chr1	1558844	1559903	1060	-
AT1G05350	protein_coding_gene	Chr1	1560678	1564123	3446	-
AT1G05360	protein_coding_gene	Chr1	1564598	1567465	2868	+
AT1G05370	protein_coding_gene	Chr1	1569192	1572280	3089	-
AT1G05380	protein_coding_gene	Chr1	1576863	1582614	5752	+
AT1G05385	protein_coding_gene	Chr1	1582671	1583718	1048	-
AT1G05390	tRNA	Chr1	1583772	1583845	74	-
AT1G05400	protein_coding_gene	Chr1	1584073	1585421	1349	+
AT1G05410	protein_coding_gene	Chr1	1585371	1587778	2408	-
AT1G05420	protein_coding_gene	Chr1	1590073	1590753	681	+
AT1G05430	protein_coding_gene	Chr1	1594057	1595818	1762	-
AT1G05440	protein_coding_gene	Chr1	1596007	1597848	1842	-
AT1G05450	protein_coding_gene	Chr1	1599911	1601214	1304	+
AT1G05460	protein_coding_gene	Chr1	1601148	1605027	3880	-
AT1G05470	protein_coding_gene	Chr1	1607357	1611703	4347	-
AT1G05490	protein_coding_gene	Chr1	1618602	1623452	4851	-
AT1G05500	protein_coding_gene	Chr1	1624955	1629224	4270	+
AT1G05510	protein_coding_gene	Chr1	1629446	1630863	1418	+
AT1G05520	protein_coding_gene	Chr1	1630900	1635711	4812	-
AT1G05530	protein_coding_gene	Chr1	1636496	1637863	1368	-
AT1G05540	protein_coding_gene	Chr1	1639286	1640811	1526	+
AT1G05550	protein_coding_gene	Chr1	1640959	1643917	2959	-
AT1G05560	protein_coding_gene	Chr1	1645498	1647147	1650	-
AT1G05562	other_RNA	Chr1	1645875	1647162	1288	+
AT1G05570	protein_coding_gene	Chr1	1647706	1659437	11732	-
AT1G05575	protein_coding_gene	Chr1	1661691	1662187	497	-
AT1G05577	protein_coding_gene	Chr1	1662370	1664398	2029	-
AT1G05580	protein_coding_gene	Chr1	1665433	1668904	3472	-
AT1G05590	protein_coding_gene	Chr1	1669350	1671876	2527	+
AT1G05600	protein_coding_gene	Chr1	1671936	1673856	1921	+
AT1G05610	protein_coding_gene	Chr1	1673861	1675934	2074	-
AT1G05615	protein_coding_gene	Chr1	1677507	1678270	764	-
AT1G05620	protein_coding_gene	Chr1	1679158	1681710	2553	+
AT1G05630	protein_coding_gene	Chr1	1682318	1687363	5046	+
AT1G05640	protein_coding_gene	Chr1	1687436	1689501	2066	-
AT1G05650	protein_coding_gene	Chr1	1690264	1692126	1863	-
AT1G05660	protein_coding_gene	Chr1	1694286	1696058	1773	-
AT1G05670	protein_coding_gene	Chr1	1697587	1701025	3439	-
AT1G05675	protein_coding_gene	Chr1	1701116	1702749	1634	-
AT1G05680	protein_coding_gene	Chr1	1703092	1704691	1600	-
AT1G05690	protein_coding_gene	Chr1	1707011	1709347	2337	+
AT1G05700	protein_coding_gene	Chr1	1709796	1713245	3450	+
AT1G05710	protein_coding_gene	Chr1	1714950	1717276	2327	+
AT1G05720	protein_coding_gene	Chr1	1717447	1718909	1463	-
AT1G05730	protein_coding_gene	Chr1	1718555	1720303	1749	+
AT1G05740	protein_coding_gene	Chr1	1720674	1721309	636	+
AT1G05750	protein_coding_gene	Chr1	1721509	1724734	3226	+
AT1G05760	protein_coding_gene	Chr1	1723734	1724486	753	-
AT1G05770	protein_coding_gene	Chr1	1725388	1726283	896	-
AT1G05780	protein_coding_gene	Chr1	1726608	1728404	1797	+
AT1G05785	protein_coding_gene	Chr1	1730249	1732626	2378	+
AT1G05790	protein_coding_gene	Chr1	1732871	1737489	4619	+
AT1G05800	protein_coding_gene	Chr1	1741204	1742619	1416	+
AT1G05805	protein_coding_gene	Chr1	1744773	1747693	2921	+
AT1G05810	protein_coding_gene	Chr1	1748314	1749460	1147	+
AT1G05820	protein_coding_gene	Chr1	1749682	1753990	4309	+
AT1G05830	protein_coding_gene	Chr1	1754244	1761817	7574	+
AT1G05835	protein_coding_gene	Chr1	1762224	1762814	591	+
AT1G05840	protein_coding_gene	Chr1	1762734	1766281	3548	-
AT1G05850	protein_coding_gene	Chr1	1766503	1768695	2193	-
AT1G05860	protein_coding_gene	Chr1	1769014	1771115	2102	+
AT1G05870	protein_coding_gene	Chr1	1771457	1773293	1837	-
AT1G05880	protein_coding_gene	Chr1	1775643	1778553	2911	+
AT1G05890	protein_coding_gene	Chr1	1779256	1784529	5274	+
AT1G05894	protein_coding_gene	Chr1	1784803	1786292	1490	+
AT1G05900	protein_coding_gene	Chr1	1786856	1789676	2821	+
AT1G05910	protein_coding_gene	Chr1	1790224	1796647	6424	+
AT1G05920	protein_coding_gene	Chr1	1796778	1798254	1477	+
AT1G05925	protein_coding_gene	Chr1	1798901	1799062	162	-
AT1G05930	protein_coding_gene	Chr1	1799418	1800933	1516	+
AT1G05940	protein_coding_gene	Chr1	1801162	1803984	2823	-
AT1G05950	protein_coding_gene	Chr1	1804401	1807471	3071	-
AT1G05960	protein_coding_gene	Chr1	1807973	1815474	7502	-
AT1G05970	protein_coding_gene	Chr1	1816056	1817282	1227	-
AT1G05980	tRNA	Chr1	1817400	1817471	72	+
AT1G05990	protein_coding_gene	Chr1	1818447	1819040	594	+
AT1G06000	protein_coding_gene	Chr1	1820308	1821894	1587	-
AT1G06002	other_RNA	Chr1	1820977	1821918	942	+
AT1G06010	protein_coding_gene	Chr1	1822618	1823997	1380	+
AT1G06020	protein_coding_gene	Chr1	1824548	1826101	1554	+
AT1G06030	protein_coding_gene	Chr1	1826880	1828161	1282	+
AT1G06040	protein_coding_gene	Chr1	1828413	1829890	1478	-
AT1G06050	protein_coding_gene	Chr1	1830605	1832555	1951	-
AT1G06060	protein_coding_gene	Chr1	1832943	1834861	1919	+
AT1G06070	protein_coding_gene	Chr1	1834829	1837648	2820	-
AT1G06080	protein_coding_gene	Chr1	1843568	1846302	2735	+
AT1G06090	protein_coding_gene	Chr1	1847883	1849693	1811	+
AT1G06100	protein_coding_gene	Chr1	1851530	1853019	1490	+
AT1G06110	protein_coding_gene	Chr1	1853077	1855031	1955	-
AT1G06120	protein_coding_gene	Chr1	1855943	1857718	1776	+
AT1G06130	protein_coding_gene	Chr1	1857767	1860730	2964	-
AT1G06135	protein_coding_gene	Chr1	1862197	1862742	546	+
AT1G06137	protein_coding_gene	Chr1	1863544	1863750	207	-
AT1G06140	protein_coding_gene	Chr1	1864796	1866472	1677	+
AT1G06148	protein_coding_gene	Chr1	1874885	1877528	2644	-
AT1G06149	protein_coding_gene	Chr1	1868989	1873718	4730	-
AT1G06150	protein_coding_gene	Chr1	1867015	1873718	6704	-
AT1G06160	protein_coding_gene	Chr1	1883004	1883934	931	+
AT1G06170	protein_coding_gene	Chr1	1884981	1886897	1917	-
AT1G06180	protein_coding_gene	Chr1	1889408	1891158	1751	+
AT1G06190	protein_coding_gene	Chr1	1892273	1894148	1876	-
AT1G06200	protein_coding_gene	Chr1	1894336	1896935	2600	-
AT1G06210	protein_coding_gene	Chr1	1897203	1899208	2006	+
AT1G06220	protein_coding_gene	Chr1	1899964	1904873	4910	+
AT1G06225	protein_coding_gene	Chr1	1905975	1906226	252	+
AT1G06230	protein_coding_gene	Chr1	1906963	1910848	3886	+
AT1G06240	protein_coding_gene	Chr1	1911122	1913205	2084	+
AT1G06250	protein_coding_gene	Chr1	1913256	1914895	1640	-
AT1G06260	protein_coding_gene	Chr1	1916430	1917585	1156	+
AT1G06265	other_RNA	Chr1	1914943	1917661	2719	-
AT1G06270	protein_coding_gene	Chr1	1918088	1919760	1673	-
AT1G06280	protein_coding_gene	Chr1	1920307	1920949	643	-
AT1G06290	protein_coding_gene	Chr1	1922352	1926278	3927	+
AT1G06310	protein_coding_gene	Chr1	1926791	1930258	3468	+
AT1G06320	protein_coding_gene	Chr1	1930523	1931449	927	+
AT1G06330	protein_coding_gene	Chr1	1931671	1932266	596	-
AT1G06340	protein_coding_gene	Chr1	1933284	1934014	731	-
AT1G06350	protein_coding_gene	Chr1	1935293	1936819	1527	-
AT1G06360	protein_coding_gene	Chr1	1938963	1940459	1497	-
AT1G06380	protein_coding_gene	Chr1	1945124	1946076	953	+
AT1G06390	protein_coding_gene	Chr1	1946788	1950860	4073	+
AT1G06400	protein_coding_gene	Chr1	1950844	1952785	1942	-
AT1G06410	protein_coding_gene	Chr1	1954850	1958756	3907	+
AT1G06420	protein_coding_gene	Chr1	1958923	1959947	1025	+
AT1G06430	protein_coding_gene	Chr1	1960058	1963011	2954	-
AT1G06440	protein_coding_gene	Chr1	1963380	1965051	1672	-
AT1G06450	protein_coding_gene	Chr1	1965840	1967219	1380	+
AT1G06460	protein_coding_gene	Chr1	1967087	1969561	2475	-
AT1G06470	protein_coding_gene	Chr1	1969729	1973767	4039	+
AT1G06475	protein_coding_gene	Chr1	1973834	1974386	553	-
AT1G06480	tRNA	Chr1	1978084	1978157	74	+
AT1G06490	protein_coding_gene	Chr1	1978762	1989409	10648	+
AT1G06500	protein_coding_gene	Chr1	1989479	1990730	1252	+
AT1G06510	protein_coding_gene	Chr1	1992333	1993840	1508	+
AT1G06515	protein_coding_gene	Chr1	1990634	1992228	1595	-
AT1G06520	protein_coding_gene	Chr1	1993978	1996112	2135	-
AT1G06530	protein_coding_gene	Chr1	2001594	2002596	1003	+
AT1G06540	protein_coding_gene	Chr1	2002877	2003393	517	-
AT1G06550	protein_coding_gene	Chr1	2003627	2007190	3564	-
AT1G06560	protein_coding_gene	Chr1	2007615	2012006	4392	+
AT1G06570	protein_coding_gene	Chr1	2011885	2013545	1661	-
AT1G06580	protein_coding_gene	Chr1	2014003	2016054	2052	-
AT1G06590	protein_coding_gene	Chr1	2016308	2024662	8355	-
AT1G06610	tRNA	Chr1	2025356	2025428	73	+
AT1G06620	protein_coding_gene	Chr1	2025601	2027271	1671	+
AT1G06630	protein_coding_gene	Chr1	2027739	2031388	3650	+
AT1G06640	protein_coding_gene	Chr1	2032338	2034018	1681	+
AT1G06645	protein_coding_gene	Chr1	2034156	2035626	1471	+
AT1G06650	protein_coding_gene	Chr1	2035839	2037366	1528	+
AT1G06660	protein_coding_gene	Chr1	2037311	2040246	2936	-
AT1G06670	protein_coding_gene	Chr1	2040433	2047612	7180	+
AT1G06680	protein_coding_gene	Chr1	2047825	2049418	1594	+
AT1G06690	protein_coding_gene	Chr1	2049602	2052154	2553	-
AT1G06700	protein_coding_gene	Chr1	2052481	2055548	3068	-
AT1G06710	protein_coding_gene	Chr1	2056575	2060242	3668	-
AT1G06720	protein_coding_gene	Chr1	2060444	2067323	6880	-
AT1G06730	protein_coding_gene	Chr1	2067529	2070446	2918	+
AT1G06750	protein_coding_gene	Chr1	2072979	2076505	3527	+
AT1G06760	protein_coding_gene	Chr1	2076504	2077698	1195	-
AT1G06770	protein_coding_gene	Chr1	2078911	2081939	3029	-
AT1G06780	protein_coding_gene	Chr1	2083311	2087131	3821	+
AT1G06790	protein_coding_gene	Chr1	2087232	2089786	2555	+
AT1G06800	protein_coding_gene	Chr1	2089417	2091686	2270	-
AT1G06810	protein_coding_gene	Chr1	2091738	2092528	791	-
AT1G06820	protein_coding_gene	Chr1	2092946	2096232	3287	-
AT1G06830	protein_coding_gene	Chr1	2097151	2097655	505	+
AT1G06840	protein_coding_gene	Chr1	2097747	2103479	5733	-
AT1G06850	protein_coding_gene	Chr1	2105048	2106749	1702	+
AT1G06860	tRNA	Chr1	2107398	2107468	71	-
AT1G06870	protein_coding_gene	Chr1	2108593	2110986	2394	+
AT1G06880	tRNA	Chr1	2111148	2111218	71	-
AT1G06890	protein_coding_gene	Chr1	2111363	2114601	3239	-
AT1G06900	protein_coding_gene	Chr1	2114927	2120745	5819	-
AT1G06910	protein_coding_gene	Chr1	2120991	2123748	2758	+
AT1G06920	protein_coding_gene	Chr1	2124854	2125801	948	-
AT1G06923	protein_coding_gene	Chr1	2126749	2128060	1312	+
AT1G06925	protein_coding_gene	Chr1	2127704	2128611	908	-
AT1G06930	protein_coding_gene	Chr1	2128843	2129883	1041	+
AT1G06950	protein_coding_gene	Chr1	2130142	2135665	5524	-
AT1G06960	protein_coding_gene	Chr1	2135851	2137732	1882	+
AT1G06970	protein_coding_gene	Chr1	2138109	2140818	2710	+
AT1G06980	protein_coding_gene	Chr1	2143031	2143821	791	-
AT1G06990	protein_coding_gene	Chr1	2148387	2150152	1766	+
AT1G07000	protein_coding_gene	Chr1	2150194	2152325	2132	-
AT1G07010	protein_coding_gene	Chr1	2152852	2155269	2418	+
AT1G07020	protein_coding_gene	Chr1	2155213	2156008	796	-
AT1G07025	protein_coding_gene	Chr1	2157658	2158158	501	-
AT1G07030	protein_coding_gene	Chr1	2158420	2160809	2390	-
AT1G07040	protein_coding_gene	Chr1	2160938	2163308	2371	-
AT1G07050	protein_coding_gene	Chr1	2164188	2165239	1052	-
AT1G07051	miRNA	Chr1	2165517	2165746	230	+
AT1G07060	protein_coding_gene	Chr1	2167107	2168397	1291	-
AT1G07070	protein_coding_gene	Chr1	2168564	2169851	1288	+
AT1G07080	protein_coding_gene	Chr1	2169982	2172194	2213	+
AT1G07090	protein_coding_gene	Chr1	2173952	2174894	943	-
AT1G07100	tRNA	Chr1	2177885	2177958	74	+
AT1G07110	protein_coding_gene	Chr1	2178104	2184148	6045	-
AT1G07119	other_RNA	Chr1	2184347	2186539	2193	+
AT1G07120	protein_coding_gene	Chr1	2184759	2186580	1822	-
AT1G07128	other_RNA	Chr1	2187621	2188417	797	-
AT1G07130	protein_coding_gene	Chr1	2187776	2188733	958	+
AT1G07135	protein_coding_gene	Chr1	2189928	2190659	732	-
AT1G07140	protein_coding_gene	Chr1	2191723	2193793	2071	-
AT1G07150	protein_coding_gene	Chr1	2193941	2195798	1858	-
AT1G07160	protein_coding_gene	Chr1	2197908	2199748	1841	-
AT1G07170	protein_coding_gene	Chr1	2200123	2201265	1143	+
AT1G07175	protein_coding_gene	Chr1	2202330	2202774	445	+
AT1G07180	protein_coding_gene	Chr1	2204320	2206934	2615	+
AT1G07190	protein_coding_gene	Chr1	2208013	2208177	165	+
AT1G07200	protein_coding_gene	Chr1	2208719	2212546	3828	-
AT1G07210	protein_coding_gene	Chr1	2215223	2216982	1760	+
AT1G07220	protein_coding_gene	Chr1	2216925	2219474	2550	-
AT1G07230	protein_coding_gene	Chr1	2220253	2222982	2730	-
AT1G07240	protein_coding_gene	Chr1	2223691	2225452	1762	+
AT1G07250	protein_coding_gene	Chr1	2225900	2227566	1667	+
AT1G07260	protein_coding_gene	Chr1	2227594	2229319	1726	-
AT1G07270	protein_coding_gene	Chr1	2229757	2232897	3141	-
AT1G07280	protein_coding_gene	Chr1	2238087	2241217	3131	+
AT1G07290	protein_coding_gene	Chr1	2242256	2244428	2173	-
AT1G07300	protein_coding_gene	Chr1	2245758	2246492	735	-
AT1G07310	protein_coding_gene	Chr1	2247509	2248961	1453	-
AT1G07320	protein_coding_gene	Chr1	2249133	2250529	1397	+
AT1G07330	protein_coding_gene	Chr1	2251131	2253585	2455	+
AT1G07340	protein_coding_gene	Chr1	2254822	2256850	2029	+
AT1G07350	protein_coding_gene	Chr1	2257425	2260101	2677	-
AT1G07360	protein_coding_gene	Chr1	2260389	2262865	2477	-
AT1G07370	protein_coding_gene	Chr1	2263140	2264551	1412	+
AT1G07380	protein_coding_gene	Chr1	2264829	2268306	3478	-
AT1G07390	protein_coding_gene	Chr1	2269893	2274820	4928	+
AT1G07400	protein_coding_gene	Chr1	2274943	2275758	816	+
AT1G07410	protein_coding_gene	Chr1	2276053	2277154	1102	+
AT1G07420	protein_coding_gene	Chr1	2277807	2280297	2491	+
AT1G07430	protein_coding_gene	Chr1	2280835	2282828	1994	-
AT1G07440	protein_coding_gene	Chr1	2286149	2287730	1582	-
AT1G07450	protein_coding_gene	Chr1	2287926	2289336	1411	-
AT1G07460	protein_coding_gene	Chr1	2290201	2290977	777	+
AT1G07470	protein_coding_gene	Chr1	2291457	2294588	3132	+
AT1G07473	protein_coding_gene	Chr1	2294566	2295489	924	-
AT1G07476	protein_coding_gene	Chr1	2295751	2296497	747	+
AT1G07480	protein_coding_gene	Chr1	2296023	2299470	3448	-
AT1G07485	protein_coding_gene	Chr1	2301375	2302121	747	+
AT1G07490	protein_coding_gene	Chr1	2301380	2302021	642	-
AT1G07500	protein_coding_gene	Chr1	2304766	2305031	266	-
AT1G07510	protein_coding_gene	Chr1	2305378	2309544	4167	+
AT1G07520	protein_coding_gene	Chr1	2309564	2311805	2242	-
AT1G07530	protein_coding_gene	Chr1	2313582	2316469	2888	-
AT1G07540	protein_coding_gene	Chr1	2318433	2321048	2616	-
AT1G07550	protein_coding_gene	Chr1	2322653	2326561	3909	-
AT1G07560	protein_coding_gene	Chr1	2327320	2331096	3777	+
AT1G07570	protein_coding_gene	Chr1	2331170	2333738	2569	-
AT1G07580	tRNA	Chr1	2334822	2334894	73	+
AT1G07590	protein_coding_gene	Chr1	2336523	2339391	2869	-
AT1G07600	protein_coding_gene	Chr1	2338904	2339321	418	-
AT1G07610	protein_coding_gene	Chr1	2341542	2342123	582	+
AT1G07615	protein_coding_gene	Chr1	2342198	2344271	2074	-
AT1G07620	protein_coding_gene	Chr1	2344390	2346842	2453	-
AT1G07630	protein_coding_gene	Chr1	2349097	2351692	2596	+
AT1G07640	protein_coding_gene	Chr1	2354354	2356227	1874	-
AT1G07645	protein_coding_gene	Chr1	2367437	2368385	949	-
AT1G07650	protein_coding_gene	Chr1	2359549	2366561	7013	-
AT1G07660	protein_coding_gene	Chr1	2368837	2369734	898	+
AT1G07670	protein_coding_gene	Chr1	2370052	2374545	4494	-
AT1G07680	protein_coding_gene	Chr1	2376012	2377186	1175	+
AT1G07690	protein_coding_gene	Chr1	2378076	2379000	925	+
AT1G07700	protein_coding_gene	Chr1	2379647	2381362	1716	+
AT1G07702	snoRNA	Chr1	2382251	2382331	81	-
AT1G07705	protein_coding_gene	Chr1	2381615	2386092	4478	+
AT1G07710	protein_coding_gene	Chr1	2386275	2387986	1712	-
AT1G07720	protein_coding_gene	Chr1	2390655	2392453	1799	-
AT1G07725	protein_coding_gene	Chr1	2394801	2397272	2472	-
AT1G07728	other_RNA	Chr1	2395451	2397345	1895	+
AT1G07730	protein_coding_gene	Chr1	2397527	2398696	1170	-
AT1G07740	protein_coding_gene	Chr1	2397442	2400508	3067	-
AT1G07745	protein_coding_gene	Chr1	2400589	2402873	2285	-
AT1G07747	protein_coding_gene	Chr1	2403558	2403845	288	+
AT1G07750	protein_coding_gene	Chr1	2404037	2405943	1907	-
AT1G07760	tRNA	Chr1	2406834	2406905	72	-
AT1G07770	protein_coding_gene	Chr1	2408203	2409580	1378	-
AT1G07780	protein_coding_gene	Chr1	2410056	2412677	2622	-
AT1G07790	protein_coding_gene	Chr1	2412980	2413708	729	+
AT1G07795	protein_coding_gene	Chr1	2414286	2414967	682	+
AT1G07810	protein_coding_gene	Chr1	2416265	2420757	4493	+
AT1G07820	protein_coding_gene	Chr1	2421216	2421947	732	-
AT1G07830	protein_coding_gene	Chr1	2422241	2423655	1415	+
AT1G07840	protein_coding_gene	Chr1	2424054	2426676	2623	+
AT1G07850	protein_coding_gene	Chr1	2426745	2428719	1975	+
AT1G07860	protein_coding_gene	Chr1	2428911	2429431	521	-
AT1G07870	protein_coding_gene	Chr1	2428773	2432057	3285	-
AT1G07880	protein_coding_gene	Chr1	2434030	2435763	1734	-
AT1G07885	protein_coding_gene	Chr1	2436467	2436959	493	-
AT1G07890	protein_coding_gene	Chr1	2437330	2439665	2336	+
AT1G07900	protein_coding_gene	Chr1	2442622	2443632	1011	+
AT1G07901	protein_coding_gene	Chr1	2443971	2444123	153	-
AT1G07910	protein_coding_gene	Chr1	2445470	2454645	9176	+
AT1G07920	protein_coding_gene	Chr1	2454846	2457321	2476	+
AT1G07930	protein_coding_gene	Chr1	2458244	2460790	2547	+
AT1G07940	protein_coding_gene	Chr1	2462953	2465504	2552	-
AT1G07950	protein_coding_gene	Chr1	2465770	2467022	1253	-
AT1G07960	protein_coding_gene	Chr1	2467161	2469154	1994	+
AT1G07970	protein_coding_gene	Chr1	2469286	2472628	3343	-
AT1G07980	protein_coding_gene	Chr1	2473165	2474927	1763	-
AT1G07985	protein_coding_gene	Chr1	2475405	2476155	751	+
AT1G07990	protein_coding_gene	Chr1	2477157	2483138	5982	+
AT1G08000	protein_coding_gene	Chr1	2483240	2485109	1870	-
AT1G08005	protein_coding_gene	Chr1	2485344	2485511	168	+
AT1G08010	protein_coding_gene	Chr1	2485906	2488027	2122	-
AT1G08030	protein_coding_gene	Chr1	2489501	2493250	3750	-
AT1G08032	protein_coding_gene	Chr1	2494123	2494315	193	+
AT1G08035	protein_coding_gene	Chr1	2494402	2495149	748	+
AT1G08040	protein_coding_gene	Chr1	2495342	2498764	3423	-
AT1G08050	protein_coding_gene	Chr1	2498836	2501427	2592	-
AT1G08060	protein_coding_gene	Chr1	2501742	2511084	9343	-
AT1G08065	protein_coding_gene	Chr1	2511647	2513454	1808	-
AT1G08070	protein_coding_gene	Chr1	2514192	2516605	2414	-
AT1G08080	protein_coding_gene	Chr1	2516991	2518546	1556	-
AT1G08090	protein_coding_gene	Chr1	2524076	2526164	2089	+
AT1G08100	protein_coding_gene	Chr1	2527170	2529120	1951	-
AT1G08110	protein_coding_gene	Chr1	2535328	2537931	2604	+
AT1G08115	snRNA	Chr1	2538076	2538237	162	-
AT1G08120	protein_coding_gene	Chr1	2538615	2539661	1047	+
